precipitation,temp_max,temp_min,wind,weather
0.0,5.6,-2.1,3.5,sun
0.0,19.01435368531274,10.0,2.5350587558806597,drizzle
0.0,17.397818911080194,11.148230476807028,2.394958843427317,drizzle
0.0,23.233185123330454,13.3,2.003877977450134,drizzle
0.0,2.681222414226102,-1.4375150467857627,1.493727429821356,drizzle
0.0,15.0,3.9,3.367088913854376,drizzle
0.0,19.01691898627437,10.0,2.53482554670233,drizzle
0.0,17.230776876151584,9.465388438075792,2.113989489159811,drizzle
0.0,12.562018314015258,4.394228435675201,4.2456713267564,drizzle
0.0,21.898271391160634,13.963802939446603,2.4844943829823487,drizzle
0.0,24.957547390387386,12.38429537025066,2.086626010068362,drizzle
0.0,3.3,-1.1,1.3963454038772785,drizzle
0.0,12.285814939782007,8.244472686023407,1.394952062365764,drizzle
0.0,4.811805746601307,0.08824408855742276,1.8,drizzle
0.0,25.761507224644713,13.344047424903104,2.633928862645345,drizzle
0.0,2.758672077612508,-1.7,0.8460581465397692,drizzle
0.0,6.254946632979375,-3.4609845398917707,1.6967022446804167,drizzle
0.0,13.989901336275825,4.405049331862087,4.321395029366783,drizzle
0.0,27.778035832814027,13.866055377985312,1.8139771973001662,drizzle
0.0,29.695570856395722,15.846309046996435,3.347785428197861,drizzle
0.0,23.9,11.823253542632518,2.2671248389712493,drizzle
0.0,24.523218547661564,12.103259060251602,2.0099797437049824,drizzle
0.0,3.755912628733084,-2.3917524480770718,1.2401456187781932,drizzle
0.0,2.2455179968651984,-1.7834496609195303,1.1606906624869313,drizzle
0.0,2.058232305898286,-1.5582323058982859,1.2031037775285194,drizzle
0.0,3.4408504228535497,-0.9591495771464504,1.3640229194788862,drizzle
0.0,25.6,13.224048653243853,2.624048653243853,drizzle
0.0,25.905419779828705,13.383296303589647,2.575055544615531,drizzle
0.0,31.089487066165464,15.489487066165466,2.028174948960643,drizzle
0.0,13.590803856521454,7.400068092839059,1.3181880084399145,drizzle
0.0,13.519765988343751,6.81976598834375,2.33700184997159,drizzle
0.0,15.0,3.9,3.3722481130657913,drizzle
0.0,3.37864219571084,-2.8,1.4265654762365851,drizzle
0.0,23.168627024746257,13.665686487626871,2.4659538091831785,drizzle
0.0,6.717504360635437,0.49660807727902206,1.8,drizzle
0.0,29.576964158620925,14.303855490595666,1.8807710981191328,drizzle
0.0,18.210089044213746,9.930523352346986,2.5959131383733522,drizzle
0.0,25.312810392777322,13.3,2.615532468463918,drizzle
0.0,22.854255457548867,14.832845796580825,2.7835771017095876,drizzle
0.0,17.91057693459116,9.80528846729558,2.4229895157232533,drizzle
0.0,24.604015827641227,9.648367094519756,3.9580759459887105,drizzle
0.0,13.505080980871021,4.867300541789339,2.5085722839905404,drizzle
0.0,23.893143355164,14.676467260819635,3.2931433551640015,drizzle
0.0,24.250767321289846,11.450767321289847,2.2793666281594205,drizzle
0.0,12.982134930524039,5.0,3.8621793195894263,drizzle
0.0,24.99589927497417,13.853758997940343,3.2537589979403423,drizzle
0.0,18.033105520162223,13.559434311492302,2.5832763800405556,drizzle
0.0,27.86289942374576,13.966830637729869,1.8550369957775386,drizzle
0.0,3.3,-1.2203537606545745,1.1595872792363298,drizzle
0.0,19.623259766305456,8.362761713759994,3.2069892599672754,drizzle
0.0,24.269185548881804,10.550944580830677,2.9855373552715796,drizzle
0.0,4.17812702696509,-2.939063513482545,1.1011371007145783,drizzle
0.0,8.347476559680914,1.1474765596809122,3.473395840850901,drizzle
0.0,11.76718575584035,2.3710182875936185,2.728263715695214,drizzle
0.0,26.395434587038075,12.504565412961924,2.555375529629441,drizzle
0.0,1.3131785922276327,-0.8131785922276324,1.744961023834449,drizzle
0.0,9.604872866925756,1.8258701548081708,2.151044185769805,drizzle
0.0,13.207739490321812,5.0,2.824398344519668,drizzle
0.0,29.525609594002024,15.348780811995947,2.927845879662277,drizzle
0.0,24.97019742525465,13.3,2.514763948604309,drizzle
0.0,19.709286208885388,7.441187343725881,3.0917879399842425,drizzle
0.0,26.019919751316674,12.880080248683326,2.623650954306059,drizzle
0.0,2.4213481837418636,-2.1058050035267497,1.395130911655818,drizzle
0.0,24.168732641933424,10.831267358066574,2.729972227093482,drizzle
0.0,2.351517437119746,-1.9777819680528679,1.3020232494929949,drizzle
0.0,7.181658398554701,0.49728703190632584,1.785326718843761,drizzle
0.0,19.02621847217201,12.915495917058319,2.7242689166967935,drizzle
0.0,5.059295952465529,-0.6306309110539847,1.685339834353821,drizzle
0.0,15.69130666698008,8.83712410261232,1.57904136753744,drizzle
0.0,9.144161278942168,2.2371548136727673,2.1953290231537337,drizzle
0.0,17.410082241257115,13.314675166208154,2.427520560314279,drizzle
0.0,9.646495626081485,2.7356967931961345,2.421434402267955,drizzle
0.0,23.9078463964942,14.668447420094074,3.3078463964941998,drizzle
0.0,4.342363020698423,-3.3141210068994744,1.8532617266455023,drizzle
0.0,18.566717553998203,10.0,2.5757529496365272,drizzle
0.0,29.838454061430372,15.96537838452531,3.4192270307151857,drizzle
0.0,24.21135791844769,10.788642081552311,2.798172669516302,drizzle
0.0,16.144156635111,8.334121036222136,2.5020071197777725,drizzle
0.0,13.545712917858504,6.845712917858504,2.266237496749535,drizzle
0.0,9.005724003498273,1.9325928076961991,2.0845792027986176,drizzle
0.0,23.876004236515335,9.596498411306749,3.3140063547730048,drizzle
0.0,23.768261654998824,10.968261654998823,2.228142720908449,drizzle
0.0,21.393476386071704,14.345263640369948,2.978105456147979,drizzle
0.0,19.64384452786757,7.855651323505385,2.9753781114702833,drizzle
0.0,23.15298744894106,10.545526057454367,1.7641795361711021,drizzle
0.0,3.3,-1.5735027431644029,0.7475801329748631,drizzle
0.0,12.497507518286492,3.5956381570013605,2.5003115602141888,drizzle
0.0,24.599916662601075,9.643376806644786,3.9609275390601217,drizzle
0.0,11.190817196000403,2.986918878908469,2.137106541818548,drizzle
0.0,19.4,9.647895329187472,2.2065794409895605,drizzle
0.0,12.63275289388664,8.019983421602763,1.3745439474184329,drizzle
0.0,28.749651001705296,14.11582977311484,1.843165954622968,drizzle
0.0,12.65966166692488,4.642775152172422,4.432081364129316,drizzle
0.0,19.829734456520764,6.848613985514388,3.8608257789824236,drizzle
0.0,25.68336957008382,12.018458851800682,2.282150622160819,drizzle
0.0,12.9770413793342,5.710508965464761,3.627242758530042,drizzle
0.0,6.914610847665545,-0.9981792530729535,1.5716886781324353,drizzle
0.0,24.4,10.172683928922584,3.4560967258978463,drizzle
0.0,3.270333547344555,-1.09325762439649,1.3080908507242124,drizzle
0.0,17.203830505800717,13.233647698707426,2.375957626450179,drizzle
0.0,29.857663924958402,15.981386604132004,3.428831962479202,drizzle
0.0,29.938930516427757,14.522138967144485,2.032317214406525,drizzle
0.0,25.768145053102767,13.131854946897235,2.669428172163134,drizzle
0.0,23.9,11.552425362969295,1.9983830913538032,drizzle
0.0,14.726841665458755,4.076749510585511,3.1553867640663995,drizzle
0.0,29.888059785569215,16.006716487974348,3.4440298927846085,drizzle
0.0,29.571057101216308,15.257885797567383,2.829376280697999,drizzle
0.0,8.49071095482423,1.3947351120010834,3.391951685646294,drizzle
0.0,3.3,-1.1,1.9277357972384976,drizzle
0.0,16.36477136068342,8.388257120227808,2.459883127169179,drizzle
0.0,19.4,9.4,1.8426465831289236,drizzle
0.0,6.748563490311373,1.502873019377255,1.8820793653979324,drizzle
0.0,3.291189308454303,-1.1299563512553692,1.3105728298548363,drizzle
0.0,2.3232427923848578,-1.6327766586991685,1.1224077804336106,drizzle
0.0,30.0,15.076354518377762,2.5365689584731865,drizzle
0.0,21.11831774003478,14.981682259965222,2.6122118266898524,drizzle
0.0,23.671362114019765,13.3,2.1327535629469905,drizzle
0.0,3.409756757430432,-1.4109774793862242,1.8170720709492798,drizzle
0.0,24.709483392453926,11.167386219498868,2.867887455659554,drizzle
0.0,19.378485244692182,13.985443793695033,2.834177517478013,drizzle
0.0,15.371015083833749,8.336693473871533,1.5005929659773294,drizzle
0.0,18.14462717608069,9.879939181516896,2.5929375989127585,drizzle
0.0,16.1,10.628624717245675,1.8216185534930351,drizzle
0.0,23.48541969684816,10.257032386318059,2.29974223474214,drizzle
0.0,12.36798745619617,7.684045993947375,2.211939371614824,drizzle
0.0,29.538304240084837,15.71525353340403,3.269152120042419,drizzle
0.0,1.9942518765867245,-1.4942518765867243,1.2496349988460187,drizzle
0.0,13.931858519865996,3.3497452981127855,3.0734245345170295,drizzle
0.0,16.1,8.644738136830151,1.9828927947547752,drizzle
0.0,23.3583714165529,10.5583714165529,2.004566227210673,drizzle
0.0,30.0,15.687903454894364,3.1121444281358714,drizzle
0.0,27.54735898557375,13.773679492786876,1.8459347298956814,drizzle
0.0,7.443364093371592,1.7619459278492247,2.976992067906612,drizzle
0.0,9.746356663888307,3.1174936085642813,2.1690955574077955,drizzle
0.0,4.472532980016686,-2.2725329800166856,1.9162476442845224,drizzle
0.0,14.490603039595133,3.637583384033856,3.1919460993080584,drizzle
0.0,28.941491775919403,15.041491775919402,2.68206182684681,drizzle
0.0,3.3,-1.4195536595309515,0.92718739721389,drizzle
0.0,3.3,-1.1,1.9637235242243012,drizzle
0.0,2.96830213909696,-2.227772727070335,1.6980374330836476,drizzle
0.0,23.9,11.619351193836614,1.9537658707755896,drizzle
0.0,30.0,15.992262550196296,3.398600047243572,drizzle
0.0,2.7829323950629066,-2.7779125112578793,1.9,drizzle
0.0,19.045410770527806,9.593412306984835,1.9901184604772506,drizzle
0.0,26.490861890440097,12.409138109559901,2.5380251108290732,drizzle
0.0,19.11989527975986,9.552784392858259,1.9291765892873873,drizzle
0.0,19.4,9.591098366665642,2.159248638888035,drizzle
0.0,18.563749354121345,9.856136715933811,2.384205073900718,drizzle
0.0,23.74479738533137,14.757383244364707,3.1447973853313713,drizzle
0.0,2.718733807405174,-1.417054286869905,1.1943152377100317,drizzle
0.0,18.946974994438005,9.647104548488361,2.0706568227325417,drizzle
0.0,12.9744341332715,5.0,3.897602986951111,drizzle
0.0,15.825163662566522,8.3,2.4224820586726086,drizzle
0.0,16.76058430962786,7.842672401026869,2.8218231252033146,drizzle
0.0,24.441967707200185,14.361529601733164,3.7615296017331636,drizzle
0.0,14.726546108331801,4.173453891668198,3.4242972234855444,drizzle
0.0,12.588137331827973,2.657525292153805,2.788392767357449,drizzle
0.0,13.795178776595765,7.267825497496858,1.3061659543178963,drizzle
0.0,12.906808958046074,8.3,1.5993563727822262,drizzle
0.0,25.48695634547648,13.3,2.6667518663166114,drizzle
0.0,3.3,-1.5446723895740355,0.7812155454969587,drizzle
0.0,19.655316132092054,8.127681697991612,3.3085010849581673,drizzle
0.0,3.220914388379136,-1.3688910795109375,1.3949027339450368,drizzle
0.0,6.407499228577836,2.5623869597353077,2.2236358026020633,drizzle
0.0,30.348045569838188,14.748045569838187,1.940946537628022,drizzle
0.0,8.557233555918835,1.478209947947481,1.959674535990451,drizzle
0.0,3.1199784628477247,-0.780021537152275,1.9363440571342956,drizzle
0.0,15.738615244551816,8.620748143517313,1.5507202606207022,drizzle
0.0,24.41919078335213,11.792712639884309,2.0112551678611705,drizzle
0.0,24.2325986103481,10.96828305723418,2.69823666483544,drizzle
0.0,7.250743934492062,1.9107887778924972,2.836904679630591,drizzle
0.0,28.43115769286654,14.37997635398009,2.9488186611135485,drizzle
0.0,6.370158810211161,2.591240919382284,2.1964791346990267,drizzle
0.0,23.9,12.327912171876216,2.0177335322267904,drizzle
0.0,9.308299719735789,2.5982593834187346,2.326639775788631,drizzle
0.0,17.54914519828172,9.119567454285109,1.6439134908570219,drizzle
0.0,2.6146388723673986,-1.4738333423450554,1.1753888858849817,drizzle
0.0,26.782104471526868,13.391052235763434,1.9850719142678428,drizzle
0.0,4.068484338419444,-0.3315156615805563,1.649311062917929,drizzle
0.0,25.877629681806123,13.022370318193877,2.6495218760352506,drizzle
0.0,3.847007570898273,-0.5529924291017271,1.900544078018496,drizzle
0.0,4.144566035338501,-0.25543396466149904,1.6838936524265913,drizzle
0.0,4.570723225433234,0.28119119483120825,1.8200850853450863,drizzle
0.0,12.430334732823926,7.455439312978935,2.513284541982313,drizzle
0.0,17.606275558323837,9.128223569443007,1.7825788555544047,drizzle
0.0,15.735241232761734,8.843883266578729,1.5812944221929095,drizzle
0.0,3.3,-0.787881002043004,2.062423799591399,drizzle
0.0,23.771412155220798,11.501273330795781,1.876620391858327,drizzle
0.0,19.333815335974823,9.436100725831915,1.7541510887478724,drizzle
0.0,26.00952114162144,12.89047885837856,2.6255416106142837,drizzle
0.0,7.563207647754411,1.6693395449170465,3.0641510165486623,drizzle
0.0,19.4,9.483563243598033,1.8114176581307098,drizzle
0.0,24.250157178240496,11.450157178240497,2.2794025189270295,drizzle
0.0,13.110036377964258,5.0,3.273832661364419,drizzle
0.0,25.47303948845446,11.346462252837885,2.820076655185793,drizzle
0.0,7.433436317287893,0.8334363172878931,1.8636644501694253,drizzle
0.0,19.4,9.87315832673472,2.3942986056122653,drizzle
0.0,2.8758374398663755,-2.542152704454323,1.8089950721603492,drizzle
0.0,5.983039244070239,-1.514211450849794,1.5246888271182193,drizzle
0.0,30.0,15.67756846231541,3.102417376296855,drizzle
0.0,23.081659078170055,10.43529130262645,1.7512107414854645,drizzle
0.0,4.363114321790643,-0.03688567820935732,1.8067064869471559,drizzle
0.0,13.015055157564342,5.0,3.710746275204028,drizzle
0.0,12.603820234240825,8.03870455431476,1.376245868574069,drizzle
0.0,3.3,-1.1,1.3862640542667755,drizzle
0.0,25.18950190154091,13.676289923587499,3.076289923587498,drizzle
0.0,22.30724561719679,12.710149105417642,1.7,drizzle
0.0,6.166379042173124,-3.7119260471761475,1.755747305217917,drizzle
0.0,23.73109752090797,10.93109752090797,2.207871375040711,drizzle
0.0,23.82350680260081,13.51673072596437,2.2637443311659915,drizzle
0.0,18.962983980383594,9.638372374336221,2.0575585615043304,drizzle
0.0,22.110804243650485,10.0,1.862163707376357,drizzle
0.0,26.35518991709782,11.960132116241962,2.589950456409264,drizzle
0.0,10.852176534755905,3.5102726281045094,1.8292513952326415,drizzle
0.0,19.4,9.83335154103584,2.277802054714453,drizzle
0.0,23.10795980979932,10.475937887871673,1.7559926926907852,drizzle
0.0,3.3,-1.4846885797311784,1.102393313960584,drizzle
0.0,3.3,-1.28363093331974,1.57152782225394,drizzle
0.0,4.309009336952933,-3.303003112317644,1.8542724443347596,drizzle
0.0,13.174100470546524,5.0,2.979137835485991,drizzle
0.0,3.312316811043337,-2.4197344071456883,1.034569599350392,drizzle
0.0,6.208958630080855,-3.5912838814375765,1.7273609132794299,drizzle
0.0,21.20070438253301,14.844365954267168,2.5176055052002657,drizzle
0.0,13.258269025757269,6.558269025757268,3.0501753842983614,drizzle
0.0,3.09957429161818,-2.140936558440004,1.1211068417927317,drizzle
0.0,12.47720348218648,7.283587231982908,2.7398168305679844,drizzle
0.0,22.884346656621098,9.96837000376709,1.8265199849316436,drizzle
0.0,1.2686865434276884,-0.7686865434276882,1.7773188775071358,drizzle
0.0,13.710294369563046,4.544852815218477,4.410360882411759,drizzle
0.0,30.56354396143427,15.852944339442233,2.643522453227088,drizzle
0.0,3.105727117717324,-2.1274003410218874,1.105109493934958,drizzle
0.0,19.380078797797076,9.410866110292504,2.0108661102925045,drizzle
0.0,12.518672599677133,4.859336299838566,4.30358411772687,drizzle
0.0,25.6,12.833940858758195,2.233940858758194,drizzle
0.0,17.056706996103742,9.37835349805187,2.034866816410791,drizzle
0.0,14.567368187470837,7.533684093735419,1.6640190113477293,drizzle
0.0,9.493000742587245,2.8852506807049743,2.3379995049418367,drizzle
0.0,23.9,12.831581814901439,2.11217159029402,drizzle
0.0,4.232207052794313,-0.1677929472056875,1.8305078085828523,drizzle
0.0,14.06783439236699,4.366082803816505,3.8931962957664616,drizzle
0.0,25.79544460668057,11.098802129871997,3.1292559257874304,drizzle
0.0,2.8334562615673753,-1.7,0.8120653356511931,drizzle
0.0,23.9,12.720177318374391,2.226355576437528,drizzle
0.0,13.267183507384509,5.072196283754083,2.5247026719388717,drizzle
0.0,3.3,-1.6553411077440656,0.6521020409652566,drizzle
0.0,18.241726451523885,6.817266302791157,3.5434051943321494,drizzle
0.0,2.8566190229203774,-2.675438149575169,1.752790540407018,drizzle
0.0,23.9,11.6909047193774,1.9060635204150662,drizzle
0.0,6.196661148132439,-3.626126746958088,1.7355592345783737,drizzle
0.0,23.762871050676406,11.488073441954446,1.8750674637593465,drizzle
0.0,30.0,14.534568799550467,2.026652987812204,drizzle
0.0,19.4,9.921937817237277,2.4349481810310643,drizzle
0.0,3.3,-0.8594190285630361,2.0481161942873927,drizzle
0.0,22.649597020680577,13.994831759233621,2.1087245642550707,drizzle
0.0,23.461097025742855,11.021695403420779,1.8201994592259738,drizzle
0.0,2.232856983293219,-1.7602378027042345,1.143809311057625,drizzle
0.0,23.16871696581049,10.36871696581049,1.9011183449875404,drizzle
0.0,3.3,-1.2182879308411931,1.161997414018608,drizzle
0.0,26.70509522530506,12.207874439107824,2.496757583896778,drizzle
0.0,6.300099503014686,-3.333051408125055,1.6666003313235422,drizzle
0.0,27.36201443704996,13.223113220895396,2.0787180855136604,drizzle
0.0,12.522437361762753,7.117729673536569,2.958447248519976,drizzle
0.0,14.823682356108073,4.076317643891927,4.024043315076172,drizzle
0.0,14.238038812394885,4.280980593802557,3.7848843921123456,drizzle
0.0,25.183656157724528,13.681648522085851,3.0816485220858505,drizzle
0.0,24.346247878213426,13.168750624054875,2.2,drizzle
0.0,2.8025602650212122,-1.3713307645338844,1.2095564118220385,drizzle
0.0,18.65880408429806,9.28769758853001,1.6775395177060017,drizzle
0.0,3.3,-0.8737802419336533,2.045243951613269,drizzle
0.0,12.35494272241778,7.835171832746661,1.5408570203797998,drizzle
0.0,3.4940256851568456,-0.9059743148431545,1.9647226026987554,drizzle
0.0,21.094450427314232,10.0,2.101305781808416,drizzle
0.0,30.98782673584227,16.1,2.686495629306367,drizzle
0.0,2.1063304911749103,-1.60633049117491,1.16812327914552,drizzle
0.0,18.20410013291511,9.218803050441684,1.8550424403533468,drizzle
0.0,3.551646989833174,-1.8129998045273261,1.5805883502780436,drizzle
0.0,30.625150710536797,15.0251507105368,1.973547142416094,drizzle
0.0,16.1,8.307856673953001,2.4882149890705,drizzle
0.0,6.470108890781618,2.059782218436763,1.9327074744033421,drizzle
0.0,19.4,9.4,1.9465892099390745,drizzle
0.0,3.3,-0.6194648412652723,2.0688562539755644,drizzle
0.0,12.963529000528425,6.263529000528424,3.8540118167406607,drizzle
0.0,17.38782692780055,9.543913463900275,2.1853758762729765,drizzle
0.0,8.206115365113492,1.0573251659606782,3.4463705974584413,drizzle
0.0,9.396561677030542,2.7946862281381106,2.403750897784863,drizzle
0.0,22.49648798347001,14.698682993801254,2.850658503099373,drizzle
0.0,12.354923519052049,3.867078048496123,3.850308536372092,drizzle
0.0,25.6,13.266461761305788,2.6664617613057864,drizzle
0.0,3.3,-1.5499762822395067,0.9500553414411512,drizzle
0.0,2.4308961524051442,-1.7,0.9950472034522072,drizzle
0.0,16.385447989566003,12.912140281615216,2.1713619973915006,drizzle
0.0,1.9743463954697922,-1.474346395469792,1.2641117123856058,drizzle
0.0,16.7292694781901,8.995343860331834,1.6762750882654667,drizzle
0.0,4.502339069974666,0.021929800708856927,1.8,drizzle
0.0,24.797486193313002,13.036033472555001,2.2,drizzle
0.0,2.060229926546448,-1.8426504931777559,1.9,drizzle
0.0,3.8605748163429885,-2.688295312971801,1.0657086394283524,drizzle
0.0,24.669366859965987,14.153080378364512,3.5530803783645117,drizzle
0.0,19.4,9.728026699151183,2.273355582625986,drizzle
0.0,17.146341407479326,9.423170703739663,2.07560973067242,drizzle
0.0,24.85070333020501,13.3,2.479618626530886,drizzle
0.0,24.918702796511948,12.118702796511947,2.240076306087533,drizzle
0.0,16.1,10.61740270789795,1.820179834345891,drizzle
0.0,12.629235729476216,4.565327311394005,4.373995483545504,drizzle
0.0,19.199879056455202,10.0,2.5181928130495272,drizzle
0.0,7.047964183114869,0.9040716337702619,1.8276428757972967,drizzle
0.0,19.340727008346995,9.43233072271982,2.0323307227198204,drizzle
0.0,24.086654658139874,10.913345341860124,2.598647453023802,drizzle
0.0,7.704361719084182,1.5602659443440414,3.166808522970314,drizzle
0.0,18.22519849268875,9.221999771619508,1.6643999543239016,drizzle
0.0,17.24445567907467,13.249607588207907,2.3861139197686674,drizzle
0.0,2.8126931778301723,-2.7720750087736206,1.8669977376415516,drizzle
0.0,4.228232142897191,-0.1717678571028094,1.8312305194732381,drizzle
0.0,10.734305578081152,1.8875694517321375,2.884027771152603,drizzle
0.0,22.40464563485391,12.1744490083035,1.7,drizzle
0.0,23.256646411994428,14.98374240449791,2.708128797751045,drizzle
0.0,25.222647324713986,12.910986080966476,2.2,drizzle
0.0,11.223901950787793,4.154182276246878,1.7848598372704572,drizzle
0.0,23.539082017958602,11.142217664117839,1.8343785487197457,drizzle
0.0,12.2216815915298,8.2349552254106,1.419710537754364,drizzle
0.0,12.606023469739837,8.362465149190745,1.4208217163969148,drizzle
0.0,24.240142654865576,13.199958042686596,2.2,drizzle
0.0,16.492798256519535,9.096399128259767,1.7785446620543337,drizzle
0.0,12.8,5.718020718637062,4.43890155685925,drizzle
0.0,29.01890755032524,15.195089272220565,2.866544106534583,drizzle
0.0,23.9,11.640335164344393,1.939776557103738,drizzle
0.0,12.613392724699072,8.032510589900602,1.3756827809000545,drizzle
0.0,23.955627090969053,10.433360159113395,2.7111737045979227,drizzle
0.0,22.958733885083085,10.158733885083086,1.7865821191362286,drizzle
0.0,23.52648370204738,13.48675814897631,2.335824108346407,drizzle
0.0,29.638310117771073,15.123379764457853,2.6836614114960087,drizzle
0.0,2.9348936502277105,-1.2991489180576123,1.7012766229135816,drizzle
0.0,3.074517275042597,-1.7,0.7024921477079105,drizzle
0.0,22.522462503287116,13.798351141443723,1.9931477302610132,drizzle
0.0,30.176229108514097,14.576229108514097,1.920732836295776,drizzle
0.0,21.107801154106443,14.992198845893558,2.6052007694042945,drizzle
0.0,3.205940616060085,-1.151305118512681,1.9230423222309787,drizzle
0.0,7.842650238678741,1.4534066337482465,3.2673819917663565,drizzle
0.0,21.68408067767571,14.415919322324292,2.9893871184504723,drizzle
0.0,3.3,-0.799578978598777,1.8278468473653042,drizzle
0.0,17.726137912218203,7.174212214618169,3.292221034157585,drizzle
0.0,22.663567005651746,14.016421736007247,2.121424550592498,drizzle
0.0,24.346335855538484,10.653664144461512,3.01413736886158,drizzle
0.0,21.501624164175432,15.0,2.618255643826156,drizzle
0.0,30.186179908905114,15.770908675848938,2.8240009131323367,drizzle
0.0,9.341019836833198,2.2707315535488437,1.896230626627483,drizzle
0.0,19.77218455509964,7.270646595935974,3.6785844244821932,drizzle
0.0,17.452026689701135,9.104852528742596,1.763882022994077,drizzle
0.0,24.35570818939889,11.994870004905163,1.980419092246863,drizzle
0.0,25.26445751194699,11.201361747441386,2.8744893447094806,drizzle
0.0,14.304000191274891,4.350352817410364,2.9315295130278836,drizzle
0.0,14.061519792551634,4.507251898937178,3.1167245106368315,drizzle
0.0,29.519367354323414,14.399106536372265,2.2744506116541268,drizzle
0.0,5.69881641755748,-2.052767120229041,1.1644273923664659,drizzle
0.0,30.087629378164333,16.1,3.4278346297470197,drizzle
0.0,25.198129850071595,12.539966373575737,2.1290817382479283,drizzle
0.0,1.3381923988029694,-0.9082489866861956,1.9,drizzle
0.0,13.089370453024593,4.855314773487704,4.515855166257078,drizzle
0.0,29.26284400875243,14.199018326826897,2.2949724792998056,drizzle
0.0,3.415992550416499,-0.9840074495835006,1.9789104453788182,drizzle
0.0,23.9,11.220086846431611,2.219942102378926,drizzle
0.0,28.735469709832316,14.112606752234617,1.8425213504469233,drizzle
0.0,12.849432478304259,4.975283760847871,4.668542968351836,drizzle
0.0,12.8,5.804454904676559,4.407470943753978,drizzle
0.0,30.779221835076527,15.179221835076527,1.9916731570678265,drizzle
0.0,26.406347916382476,13.519913068104312,2.370130397843533,drizzle
0.0,2.928943842716601,-2.361590934763556,1.7452673887400785,drizzle
0.0,3.3,-1.1,1.9024507481490232,drizzle
0.0,2.9368465209584578,-1.0174651183996497,1.98349302367993,drizzle
0.0,2.851472803678278,-2.817157601226093,1.898440218070355,drizzle
0.0,23.558895708315703,9.715414109381612,2.838343562473554,drizzle
0.0,1.4776944288662677,-0.6858396429241518,1.796992428491018,drizzle
0.0,19.4,9.83661560408838,2.3638463367403153,drizzle
0.0,18.909195338273733,13.82827636146488,2.79448279703576,drizzle
0.0,3.3514207160637004,-1.2456920288471518,1.2742896419681498,drizzle
0.0,24.34112445855493,10.729526191179154,2.958698700531831,drizzle
0.0,23.477573639177194,10.254090114691447,2.292876934280045,drizzle
0.0,7.501460742755927,0.737027610343603,2.2932993972369706,drizzle
0.0,22.690404197232628,14.05789739572315,2.1458219974842065,drizzle
0.0,27.41656242718705,13.30741466019817,2.044005728153695,drizzle
0.0,28.174568031844156,13.9851290981464,1.81702581962928,drizzle
0.0,24.874768925049388,9.97797956092969,3.7697259651830346,drizzle
0.0,11.712095411524327,2.2307883202437453,2.6230912401828093,drizzle
0.0,22.06959120118578,14.4,3.1095085040550456,drizzle
0.0,16.31995898793417,9.009979493967085,1.699981358151895,drizzle
0.0,23.82433404653751,13.514386868143724,2.2630549612187427,drizzle
0.0,23.31301537585983,14.4,3.4779304817362466,drizzle
0.0,21.44175732547442,9.760310116260193,1.7,drizzle
0.0,17.20537897399736,9.26845965799912,1.9014669929083703,drizzle
0.0,6.292908406485794,2.414183187028411,1.96492574427531,drizzle
0.0,16.382440578447635,8.94279402703752,1.6085588054075042,drizzle
0.0,23.648737685064756,14.011909892316524,2.409385262446037,drizzle
0.0,19.7701168830503,7.055926407348091,3.365525973726357,drizzle
0.0,29.676220949396935,14.958381048377758,1.9443246884151488,drizzle
0.0,5.968495293029846,-3.796674873094879,1.743640839869934,drizzle
0.0,3.1170882943683127,-1.7,0.6831416843780397,drizzle
0.0,11.411836978069006,2.6453428520751703,2.3380336164263706,drizzle
0.0,1.2821570694352782,-0.6,1.9165597335850253,drizzle
0.0,23.236532679586972,10.674641413907139,1.7793695781067222,drizzle
0.0,19.4,9.4,1.9263952670956037,drizzle
0.0,23.9,11.466422631574813,2.0557182456167906,drizzle
0.0,3.3,-1.1,1.79791438426051,drizzle
0.0,3.3,-0.9221636417675255,2.035567271646495,drizzle
0.0,1.4090495042973301,-0.9090495042973299,1.6752367241473962,drizzle
0.0,14.346332225629014,4.553667774370985,3.597121715623175,drizzle
0.0,19.4,9.739842784178139,2.2832023201484484,drizzle
0.0,3.8236554424190095,-0.3143697586805402,1.9571848793402702,drizzle
0.0,6.469961718101087,2.0600765637978258,1.9327342330725297,drizzle
0.0,19.437902156405144,9.15995300943408,1.8705597038231536,drizzle
0.0,20.9512018721887,14.266286048605126,2.94651441944205,drizzle
0.0,24.65792845430891,14.05609539425479,3.456095394254789,drizzle
0.0,19.98129011896323,5.718495913232881,4.3158055353345315,drizzle
0.0,2.4884904487298076,-1.5426415734201049,1.152452808859965,drizzle
0.0,14.109171447540561,4.790828552459439,3.704922069299745,drizzle
0.0,1.2131367896653509,-0.6,1.91028516269685,drizzle
0.0,24.743822620242103,12.24600287192136,2.048909874160371,drizzle
0.0,30.0,15.08536715684129,2.5450514417329773,drizzle
0.0,21.30054633449018,14.799453665509823,2.7336975563267845,drizzle
0.0,16.603993151759195,8.689449253632104,2.5229087796254177,drizzle
0.0,13.481217030327413,4.882741921552851,2.4959384278203944,drizzle
0.0,14.834696880181221,3.9826515599093897,3.405192894430132,drizzle
0.0,26.401007631823962,12.498992368176037,2.554362248759279,drizzle
0.0,7.209919104346364,1.9423352375505374,2.8072138940700824,drizzle
0.0,22.95724263607051,14.470284073927152,2.388402396427736,drizzle
